id,genres,popularity,vote_average,vote_count,revenue,budget,runtime
5000,"[""Drama"",""History""]",1.203963,7.6,58,10188,0,86
5004,"[""Comedy"",""Fantasy""]",0.063144,0,0,0,0,92
5036,"[""Drama"",""Western""]",0.02021,5.8,2,0,0,101
5040,"[""History""]",0.106733,6.8,9,0,0,180
5048,"[""Drama"",""Fantasy""]",0.167316,6.5,27,1750301,0,120
5052,"[""Adventure"",""Comedy"",""Crime""]",0.925775,6,32,0,0,119
5056,"[""Action"",""Comedy"",""Thriller""]",0.65387,6.3,8,0,0,101
5060,"[""Comedy""]",0.332571,6.9,29,0,0,87
5064,"[""Comedy""]",0.355703,6.1,17,0,0,90
5068,"[""Action"",""Adventure""]",0.003492,6,1,0,0,114
5072,"[""Horror"",""Comedy"",""Thriller""]",1.646538,6.4,154,0,0,96
5076,"[""Drama"",""Thriller""]",0.000197,6,1,0,0,90
5080,[],0,4.3,2,0,0,90
5084,"[""Comedy""]",0.000189,0,0,0,0,92
5124,"[""Drama"",""Documentary"",""Romance"",""Foreign""]",0.002019,0,0,0,0,100
5128,"[""Action"",""Crime""]",0.113172,3.3,3,0,0,90
5144,"[""Drama""]",0.215174,5.3,4,0,0,120
5152,"[""Comedy""]",1.7e-05,0,0,0,0,90
5156,"[""Drama""]",1.96823,8,350,361712,133000,93
5168,"[""Documentary""]",0.235581,7.2,30,0,1000000,104
5172,"[""Adventure"",""Comedy"",""Drama"",""Science Fiction""]",1.176638,6.2,116,11130889,13000000,104
5176,"[""Western""]",3.627167,6.9,1131,70016220,55000000,122
5184,"[""Drama"",""Thriller""]",0.00665,4.5,2,0,0,180
5188,"[""Drama""]",0.000223,10,1,0,0,83
5204,"[""Comedy"",""Crime"",""Thriller""]",0.260127,7.4,72,0,500000,105
5228,"[""Comedy"",""Drama""]",0.503669,5.8,15,24854765,5000000,102
5232,"[""Comedy""]",0.008274,0,0,0,0,80
5236,"[""Action"",""Comedy"",""Crime"",""Mystery""]",2.604793,7.2,836,15785148,15000000,103
5244,"[""Drama"",""Science Fiction"",""Romance""]",0.036147,0,0,0,0,82
5248,"[""Comedy"",""Drama""]",0.156842,5.3,6,0,0,92
5252,"[""Drama"",""Thriller""]",0.436568,5.8,3,0,0,112
5256,"[""Action"",""Thriller""]",0.223464,5.8,2,0,0,88
5284,"[""Crime""]",0.008861,0,0,0,0,180
5332,"[""Drama""]",0.096458,6,10,0,0,96
5336,"[""History"",""War"",""Drama"",""Horror""]",3.904899,6.3,279,0,0,116
5424,"[""Horror""]",0.107087,5.3,27,0,0,90
5460,"[""Drama"",""Thriller"",""Romance""]",0.497158,4.3,44,0,0,85
5464,"[""TV Movie"",""Action"",""Thriller"",""Foreign""]",0.068291,3,2,0,0,95
5472,"[""Animation""]",0.000571,0,0,0,0,27
5484,"[""Comedy""]",2e-06,5.4,4,0,0,83
5488,"[""Drama"",""Comedy"",""Romance""]",0.897944,7.1,114,4354510,0,105
5492,"[""Documentary""]",0.114501,6,1,0,0,16
5508,"[""Comedy""]",0.096854,5.5,4,0,0,96
5516,"[""Comedy"",""Crime"",""Thriller""]",2.760904,6,376,0,0,104
5520,"[""Drama""]",0.141356,5.5,3,0,0,90
5524,"[""Action"",""Drama"",""Thriller""]",0.000635,0,0,0,0,101
5528,"[""Drama""]",2.759271,7.6,453,0,0,96
5544,"[""Drama"",""History"",""Romance""]",1.066802,8,108,0,0,90
5548,"[""Action"",""Thriller"",""Science Fiction""]",4.985892,7,1358,53000000,13000000,102
5552,"[""Drama"",""Action"",""Science Fiction""]",1.466019,5.8,121,0,24665810,103
5592,"[""Comedy"",""Drama"",""Thriller""]",1.417111,6,19,0,0,115
5596,"[""Fantasy""]",0.002605,0,0,0,0,82
5600,"[""Drama""]",0.004035,0,0,0,0,87
5608,"[""Drama"",""Adventure"",""Fantasy""]",0.139065,6.3,4,0,0,91
5620,"[""Horror""]",0.613409,6.3,18,0,0,98
5624,"[""Crime""]",0.009689,0,0,0,0,81
5632,"[""Crime""]",0.424241,5.3,2,0,0,93
5636,"[""Adventure"",""Western""]",0.522269,6.8,24,0,0,111
5640,"[""Drama"",""Thriller""]",0.009041,5,2,0,0,104
5644,"[""Adventure"",""Family""]",0.519529,4.8,4,0,10000000,186
5648,"[""Comedy""]",0.019842,6.1,7,0,0,63
5652,"[""Documentary""]",0.081246,6.2,6,0,0,81
5656,"[""Adventure""]",0.257222,4.6,7,0,0,82
5660,"[""Adventure"",""Thriller""]",3e-06,0,0,0,0,95
5676,"[""Documentary""]",0.00548,10,1,0,0,60
5680,"[""Fantasy"",""Horror"",""Comedy"",""Science Fiction""]",0.30074,6.1,79,5596267,0,96
5684,"[""Drama""]",0.131155,7.5,2,0,0,96
5688,"[""Comedy""]",7e-05,0.5,1,0,0,95
5692,"[""Documentary"",""Fantasy""]",0.000485,0,0,0,0,60
5700,"[""Action"",""Drama"",""Thriller"",""Western""]",0.039606,4.8,2,0,0,101
5704,"[""Documentary""]",0.030615,0,0,0,0,82
5708,"[""Drama""]",1.539949,7.4,185,8159508,0,121
5716,"[""Drama""]",5e-05,6,1,0,0,86
5720,"[""Crime"",""Thriller""]",0.170346,6.3,14,0,38000,74
5724,"[""Drama""]",0.038385,7.5,2,0,0,125
5728,"[""Fantasy"",""Drama""]",0.006668,8,3,0,0,110
5732,"[""Action"",""Crime""]",0.05,0,0,0,0,84
5740,"[""Documentary"",""Drama""]",0.000182,10,1,0,0,90
5744,"[""Comedy""]",0.0041,5,2,0,0,96
5748,"[""Crime"",""Drama""]",0.032871,7.8,6,0,0,80
5752,"[""Horror""]",0.300451,5.9,10,0,0,84
5756,"[""Action"",""Thriller""]",6e-06,0,0,0,0,87
5760,"[""Drama"",""Action"",""Thriller"",""Crime""]",0.106866,5.3,3,0,0,91
5764,"[""Action"",""Family"",""Adventure"",""Romance"",""TV Movie""]",1.828506,5.8,38,0,0,88
5768,"[""Documentary""]",0.079501,8,2,0,0,76
5772,"[""Documentary""]",0.000885,0,0,0,0,68
5776,"[""Action"",""Adventure"",""Comedy""]",0.069917,3.5,3,0,0,84
5780,"[""Mystery"",""Thriller""]",0.979286,6.4,109,13000000,3000000,128
5796,"[""Horror""]",0.000268,4.2,5,0,0,84
5800,"[""Comedy""]",0.058131,0,0,0,0,73
5804,"[""Crime"",""Thriller""]",0.374806,7.6,18,0,0,9
5816,"[""Comedy""]",0.272354,6.3,8,0,0,95
5820,"[""Action"",""Thriller"",""Crime""]",1.391866,5.8,203,77920346,60000000,108
5828,"[""Comedy""]",0.003428,0,0,0,0,90
5832,"[""Comedy""]",0.001323,0,0,0,0,90
5840,"[""Drama""]",0.040926,4.5,2,0,0,95
5844,"[""Action"",""Drama"",""Science Fiction"",""Thriller"",""Horror""]",0.191673,6.1,9,0,0,119
5848,"[""Crime"",""Drama"",""Thriller""]",0.000263,0,0,0,0,97
5852,"[""Drama"",""Romance"",""Thriller""]",1.362364,5.6,80,29700000,53000000,102
5856,"[""Drama""]",0.149602,0,0,0,0,121
5868,"[""Comedy""]",0.000289,0,0,0,0,8
5876,"[""Science Fiction"",""Horror"",""Thriller""]",3.364522,6.7,1264,57096190,18000000,126
5888,"[""Crime""]",0.000144,0,0,0,0,74
5892,"[""Crime"",""Drama""]",1.1e-05,0,0,0,0,79
5896,"[""Drama"",""Romance""]",0.90603,3.4,22,8914881,7000000,105
5900,"[""Comedy"",""Drama""]",0.071317,7,3,0,0,103
5904,"[""Crime""]",0.000276,0,0,0,0,0
5912,"[""Comedy""]",0.000215,0,0,0,0,95
5916,"[""Action"",""Crime"",""Thriller""]",1.158124,7,108,58831997,3352254,118
5920,"[""Action"",""Drama""]",0.416373,6.6,46,0,0,104
5924,"[""Crime"",""Drama""]",1.629171,7.8,391,53267000,12000000,151
5928,"[""Comedy"",""Drama""]",0.283707,5.8,15,0,0,106
5932,"[""Crime""]",0.000476,0,0,0,0,89
5936,"[""Crime""]",0.000311,0,0,0,0,89
5952,"[""Comedy""]",0.000705,0,0,0,0,89
5956,"[""Drama"",""Thriller"",""Horror""]",0.853384,5.9,70,719968,0,105
5960,"[""Drama"",""Comedy"",""Romance"",""Foreign""]",0.127022,6.1,8,0,0,93
5968,"[""Comedy"",""Romance""]",1.072622,5.5,90,0,25300000,87
5972,"[""Drama"",""Mystery"",""Thriller""]",0.079997,5.2,3,0,0,97
5992,"[""Comedy""]",0.016977,4,3,0,0,83
5996,"[""Romance"",""Comedy"",""Crime""]",1.301467,6.9,30,0,0,106
6000,"[""Drama""]",0.000675,5,1,0,0,100
6004,"[""Drama""]",0.000303,0,0,0,0,90
6008,"[""Comedy""]",0.001668,0,0,0,0,90
6012,"[""Comedy""]",0.000168,0,0,0,0,25
6016,"[""Crime"",""Drama"",""Thriller""]",1.134608,5.9,29,0,0,108
6020,"[""Comedy""]",1.919704,4.7,43,0,12000000,93
6024,"[""Crime"",""Drama""]",0.000215,0,0,0,0,60
6028,"[""Crime"",""Thriller"",""Mystery""]",0.844179,6,40,11000000,0,105
6032,"[""Crime"",""Thriller""]",0.061581,7.5,2,0,0,100
6056,"[""Crime"",""Thriller""]",0.000201,0,0,0,0,80
6060,"[""Crime"",""Thriller""]",0.000144,0,0,0,0,78
6068,"[""Action"",""Adventure"",""Comedy"",""Romance""]",2.380682,5.6,299,164000000,70000000,98
6072,"[""Drama"",""Thriller""]",1.237485,6.4,127,5716080,20000000,119
6076,"[""Drama"",""Comedy"",""Romance""]",0.364229,6.2,121,81303447,0,116
6080,"[""Documentary""]",0.000148,6,1,0,0,22
6104,"[""Crime"",""Drama"",""Mystery"",""Thriller""]",2.7e-05,0,0,0,0,51
6108,"[""Crime"",""Drama"",""Thriller""]",0.000258,0,0,0,0,75
6112,"[""TV Movie"",""Drama""]",0.029922,10,1,0,0,90
6116,"[""Adventure"",""Fantasy"",""Drama"",""Comedy"",""Music""]",0.081417,4.7,118,100000000,25000000,93
6148,"[""Thriller""]",0.00078,6,2,0,0,85
6156,"[""Comedy""]",0.001768,0,0,0,0,89
6160,"[""Thriller"",""Mystery"",""Drama""]",0.179551,5.5,6,0,0,95
6168,"[""Comedy""]",0.005194,5,1,0,0,90
6172,"[""War"",""Comedy"",""Drama""]",0.739163,5.3,21,0,0,89
6176,"[""Drama""]",1.2e-05,3,1,0,0,107
6180,"[""Drama""]",0.000581,0,0,0,0,62
6196,"[""Drama""]",0.05,0,0,0,0,92
6200,"[""Comedy"",""Drama""]",0.000432,0,0,0,0,24
6204,"[""Comedy""]",0.000812,0,0,0,0,90
6208,"[""Comedy""]",0.001565,0,0,0,0,90
6216,"[""Drama""]",0.171122,0,0,0,0,86
6224,"[""Music"",""Comedy""]",0.000574,10,1,0,0,93
6228,"[""Crime"",""Drama""]",1e-06,0,0,0,0,90
6232,"[""Comedy""]",0.000448,0,0,0,0,22
6236,"[""Crime""]",0.000783,0,0,0,0,99
6264,"[""Adventure"",""Fantasy""]",0.210153,5,9,0,0,91
6280,"[""Comedy"",""Romance""]",1.221756,4.7,347,37000000,60000000,109
6296,"[""Crime""]",0.137089,7.3,3,0,0,105
6304,"[""Drama""]",0.00023,0,0,0,0,93
6312,"[""Adventure"",""Horror"",""Action"",""History""]",3.202513,6.6,365,70752904,29000000,137
6320,"[""Romance"",""Drama"",""Thriller"",""Crime""]",0.517451,5.8,14,0,0,113
6360,"[""Comedy"",""Drama""]",0.214598,4,4,0,0,107
6364,"[""Drama""]",0.000144,6,1,0,0,104
6368,"[""Drama""]",0.000351,0,0,0,0,100
6372,"[""Music"",""Comedy"",""Romance""]",0.000877,3,1,0,0,84
6384,"[""Drama""]",0.000603,0,0,0,14000,29
6396,"[""Romance"",""Comedy"",""Drama"",""Music""]",0.663489,7.3,83,299200,0,97
6400,"[""Drama""]",0.000538,0,0,0,0,90
6404,"[""Drama"",""Horror""]",0.528954,7.4,135,0,0,107
6416,"[""Comedy"",""Drama""]",0.021947,7,3,0,0,92
6420,"[""Drama""]",9e-06,0,0,0,0,80
6436,"[""Drama"",""Science Fiction"",""Thriller""]",0.234617,3.5,2,0,0,97
6440,"[""Drama"",""Romance""]",1.302305,6.5,103,0,0,111
6444,"[""Comedy"",""Drama""]",0.55726,6.5,30,0,0,111
6460,"[""Comedy"",""Drama"",""Thriller""]",0.00095,0,0,0,0,90
6464,"[""Drama""]",0.006053,0,0,0,0,90
6468,"[""Drama""]",0.000197,5,1,0,0,63
6472,"[""Comedy"",""Drama"",""Thriller""]",2.396222,5.9,76,0,20000000,96
6476,"[""Comedy"",""Western""]",1.758125,5.5,15,0,0,99
6480,"[""Drama"",""Thriller""]",0.002087,4,1,0,0,81
6488,"[""Comedy"",""Horror""]",1.302185,6.2,404,53208180,31000000,103
6500,"[""Comedy""]",0.008746,0,0,0,0,90
6512,"[""Drama""]",0.000351,0,0,0,0,90
6520,"[""Action"",""Adventure"",""Drama"",""Romance""]",0.907582,5.9,275,127600435,55000000,134
6524,"[""Comedy""]",1.525071,5.5,46,0,0,92
6528,"[""Drama""]",0.006771,4.8,2,0,0,90
6536,"[""Drama""]",0.001605,0,0,0,0,97
6548,"[""Comedy""]",0.033,0,0,0,0,85
6552,"[""Thriller"",""Comedy"",""Horror""]",1.506261,6.1,172,4152230,25000000,92
6556,"[""Crime""]",0.119178,6,2,0,0,89
6580,"[""Comedy""]",0.000972,0,0,0,0,90
6584,"[""Adventure""]",0.015888,0,0,0,0,91
6588,"[""Comedy"",""Drama""]",0.029736,7.5,2,0,0,102
6592,"[""Music"",""Comedy""]",0.001302,4,2,0,0,90
6608,"[""Comedy""]",5e-06,0,0,0,0,90
6620,"[""Comedy"",""Drama"",""Romance""]",1.459449,7.5,246,10000000,2238813,113
6624,"[""Thriller"",""TV Movie"",""Crime"",""Drama""]",0.004613,7,1,0,0,90
6628,"[""Documentary""]",0.000704,7,1,0,0,120
6632,"[""Drama""]",0.000143,5,1,0,0,90
6636,"[""Drama"",""Foreign""]",0.000989,5.1,4,0,0,67
6644,"[""Western""]",1.569657,7.1,88,6000000,4653000,120
6656,"[""Drama""]",0.000168,3.5,1,0,0,87
6688,"[""Drama""]",0.000224,3.5,2,0,0,83
6692,"[""Romance"",""Drama""]",0.000195,6.5,1,0,0,99
6696,"[""Comedy"",""Science Fiction""]",1.2e-05,7,1,0,0,93
6720,"[""Drama""]",0.000165,5,1,0,0,90
6792,"[""Comedy""]",0.197244,5.5,7,0,0,103
6844,"[""Drama"",""History""]",1.777055,7.4,323,122700000,13000000,220
6884,"[""Comedy"",""Science Fiction""]",0.000967,4.8,4,0,0,89
6916,"[""Action"",""Comedy""]",0.708905,7.2,121,36782781,0,102
6932,"[""Comedy"",""Crime""]",0.000419,5,1,0,0,88
6936,"[""Drama""]",1.319427,7,83,0,1500000,90
6948,"[""Mystery"",""Horror"",""Thriller""]",0.565776,5.7,55,0,0,91
6956,"[""Romance"",""Drama""]",0.000608,4,1,0,0,90
6960,"[""Comedy""]",1.8e-05,6.3,3,0,0,87
6964,"[""Drama"",""Comedy"",""Romance""]",1.969516,6.3,384,266728738,80000000,128
6968,"[""Action"",""Crime"",""Drama"",""History"",""Thriller""]",1.446521,7,149,0,27000000,150
6972,"[""Drama""]",2.788206,6.3,641,49554002,130000000,165
6976,"[""Horror"",""Thriller""]",0.248634,6.7,8,0,0,91
6980,"[""Drama""]",0.19357,4.7,6,0,0,92
6984,"[""Comedy""]",0.059279,4.6,5,0,0,90
7008,"[""Action"",""Adventure"",""Drama"",""Thriller""]",0.817835,6.7,6,0,0,105
7012,"[""TV Movie"",""Science Fiction"",""Drama""]",0.590279,6.8,90,0,0,127
7088,"[""Comedy"",""Drama"",""Romance""]",0.249909,5.5,14,0,0,136
7092,"[""Action"",""Animation"",""Fantasy"",""Horror""]",0.826183,5.9,46,0,0,30
7096,"[""Adventure"",""Drama"",""Fantasy""]",1.122156,6,40,0,0,182
7180,"[""Horror""]",0.000579,0,0,0,750000,90
7216,"[""Horror""]",0.248355,5.6,33,0,0,84
7220,"[""Action"",""Crime"",""Drama""]",3.029071,6.1,695,54700105,33000000,124
7228,"[""Comedy"",""Drama""]",0.002402,0,0,0,0,104
7268,"[""Adventure""]",0.001068,3,2,0,0,75
7272,"[""Drama""]",0.005952,0,0,0,0,10
7276,"[""Drama""]",0.001416,7,3,0,0,104
7280,"[""Drama""]",0.000626,0,0,0,0,120
7288,"[""Action"",""Comedy"",""Thriller""]",1.357571,5.9,434,19322135,40000000,89
7292,"[""Action"",""Adventure"",""Horror"",""Thriller""]",0.450442,2.4,7,0,0,90
7296,"[""Comedy""]",0.101043,3.8,3,0,0,86
7300,"[""Comedy"",""Romance""]",1.012436,6,138,97529550,0,108
7304,"[""Action"",""Crime"",""Drama"",""Thriller""]",1.547846,7,314,9500000,17000000,122
7340,"[""Horror"",""Thriller""]",3.394103,7,870,33800000,1800000,98
7344,"[""Comedy"",""Romance""]",0.07223,6.4,7,0,0,87
7348,"[""Drama"",""Science Fiction""]",0.261017,6.4,40,0,1200000,110
7364,"[""Action"",""Adventure"",""Comedy"",""Drama"",""Mystery""]",2.33841,5.7,407,119269486,130000000,124
7392,"[""Action"",""Horror""]",0.3997,4.8,12,0,0,94
7448,"[""Comedy"",""Drama""]",1e-06,10,1,0,0,90
7452,"[""Crime"",""Drama""]",1.137635,7.3,125,0,0,125
7456,"[""Science Fiction"",""Thriller""]",0.385217,6.2,22,0,0,105
7460,"[""Drama""]",0.019463,7,3,0,0,84
7484,"[""Adventure"",""Animation"",""Family""]",2.757229,6,584,197309027,85000000,83
7500,"[""Action"",""Crime"",""Thriller""]",1.091601,7.1,78,0,0,94
7504,"[""Drama""]",0.261789,6.5,7,528972,0,101
7508,"[""Drama""]",1.269256,7.7,165,28430000,2600000,165
7512,"[""Adventure"",""Comedy"",""Science Fiction""]",2.944625,6.3,611,495303,30000000,84
7516,"[""Action"",""Comedy"",""Crime"",""Thriller""]",1.825156,6.4,498,57103895,17000000,109
7520,"[""Drama"",""Romance""]",2.277015,5.6,293,171504781,20000000,104
7548,"[""Drama"",""Romance""]",0.856125,5.8,117,0,0,114
7552,"[""Comedy""]",2.076145,5.9,584,202026112,100000000,90
7736,"[""Drama""]",0.313606,7.1,11,0,0,90
7840,"[""Adventure"",""Action"",""Drama"",""Fantasy""]",2.676687,5.1,838,266000000,105000000,109
7860,"[""Drama""]",0.108005,6.7,14,0,0,106
7864,"[""TV Movie"",""Drama"",""Romance""]",0.003603,5,1,0,0,87
7868,"[""Drama""]",0.000429,0,0,0,0,0
7872,"[""Documentary"",""Drama""]",0.617122,6.7,30,0,0,95
7916,"[""Action"",""Science Fiction"",""Thriller""]",0.539048,3.1,68,0,30000000,95
7944,"[""Documentary"",""Music""]",0.978788,7.3,40,0,0,122
7972,"[""Crime"",""Drama"",""Thriller""]",1.458217,6.9,320,25005257,18000000,117
7980,"[""Fantasy"",""Drama""]",2.788791,6.6,953,93525586,65000000,136
7984,"[""Drama""]",1.31389,7.6,324,65796862,13000000,133
7988,"[""Action"",""Adventure"",""Drama""]",0.768173,5.2,24,0,0,114
7992,"[""Drama""]",0.233377,6.1,23,0,0,96
8008,"[""Drama""]",0.300067,5.5,27,0,0,101
8012,"[""Comedy"",""Thriller"",""Crime""]",1.245456,6.3,269,115101622,30250000,105
8016,"[""Drama""]",0.104335,7.5,46,0,0,70
8044,"[""History""]",0.000857,0,0,0,30000000,0
8048,"[""Comedy""]",0.000324,0,0,0,0,94
8052,"[""Drama"",""Thriller""]",0.964474,6.8,161,222559,3000000,96
8056,"[""Drama"",""Comedy"",""War""]",0.337345,7.4,41,0,0,103
8060,"[""Crime"",""Drama"",""Romance""]",0.82625,6.1,36,0,12000000,90
8064,"[""Drama""]",0.896566,6.3,21,0,0,92
8068,"[""Thriller"",""Action"",""Crime""]",2.275277,6.7,821,25405445,7000000,104
8072,"[""Drama"",""Science Fiction"",""Mystery""]",1.013297,6.8,90,0,220000,100
8076,"[""Fantasy"",""Drama"",""Comedy"",""Science Fiction"",""Romance"",""Family"",""Foreign""]",0.001168,5.3,7,0,0,92
8080,"[""Crime"",""Thriller""]",1.977441,5.4,88,13000000,27000000,99
8088,"[""Drama"",""Romance"",""Thriller""]",1.159529,7,141,0,18000000,127
8092,"[""Drama""]",0.687315,7.1,171,4104962,0,115
8128,"[""Animation"",""Drama""]",0.152969,7.5,13,0,0,82
8144,"[""Western""]",4e-06,0,0,0,0,88
8200,"[""Drama""]",0.00092,0,0,0,0,103
8204,"[""Adventure"",""Family"",""Fantasy""]",1.559835,6.2,503,162839667,90000000,95
8208,"[""Drama"",""Thriller""]",1.030254,6.3,68,0,0,75
8212,"[""Documentary""]",0.000858,0,0,0,323720,133
8216,"[""Comedy"",""Music""]",1.012192,6.3,64,0,750000,94
8220,"[""Drama"",""Comedy""]",0.207727,7.1,14,0,0,114
8224,"[""Thriller"",""Crime"",""Mystery""]",1.968993,6.1,431,96618699,40000000,123
8268,"[""Drama""]",0.540298,5.2,19,0,0,118
8272,"[""Drama""]",0.414378,6.8,101,0,0,114
8276,"[""Drama""]",0.78721,7.1,68,0,0,115
8280,"[""Comedy"",""Drama""]",0.354978,7.4,38,0,0,151
8284,"[""Crime"",""Drama"",""Thriller"",""Mystery""]",0.849037,6.4,63,0,0,116
8288,"[""Comedy"",""Romance""]",1.862827,6.4,86,0,0,88
8292,"[""Action"",""Crime""]",1.575694,6.6,570,92374674,45000000,109
8316,"[""Drama"",""History"",""Horror""]",1.190283,5.4,39,0,8500000,98
8324,"[""Comedy"",""Drama"",""Thriller""]",0.486025,5.8,93,0,0,116
8328,"[""Music"",""Drama"",""Romance""]",2.366026,6.4,565,150816700,23000000,98
8332,"[""Thriller"",""Crime"",""Drama""]",0.432132,6.8,34,0,1900000,127
8336,"[""Comedy"",""Thriller""]",0.025313,6,3,0,0,98
8340,"[""Drama""]",0.403987,7.2,48,0,0,98
8344,"[""Adventure"",""Comedy"",""Family"",""Foreign""]",0.334928,5,14,0,0,89
8348,"[""Action"",""Adventure"",""Comedy"",""Crime""]",1.197142,6.6,99,21700000,0,115
8352,"[""Comedy"",""Drama""]",0.009089,4.8,8,0,0,104
8356,"[""Drama"",""Romance""]",0.923609,7,93,0,0,111
8368,"[""Drama""]",0.109713,4.8,2,0,0,111
8372,"[""Western""]",0.000485,6.7,3,0,0,109
8380,"[""Comedy"",""Drama""]",0.000449,6.5,2,0,0,100
8388,"[""Comedy"",""Western""]",1.418802,6.3,267,0,25000000,102
8392,"[""Fantasy"",""Animation"",""Family""]",4.611893,8,1496,0,0,86
8400,"[""Documentary""]",0.002658,0,0,0,0,90
8408,"[""Horror"",""Science Fiction""]",2.593653,6.9,247,34000000,3500000,96
8416,"[""Drama""]",1.596436,7.6,115,0,0,107
8420,"[""Drama"",""Romance""]",1.251583,6.2,41,0,0,95
8424,"[""Drama"",""Comedy"",""Romance""]",1.573329,7.3,472,0,0,93
8428,"[""Music"",""Drama""]",0.665625,6.9,79,11541758,0,105
8436,"[""Drama"",""Music""]",0.3681,6.7,30,0,0,85
8440,"[""Drama""]",1.150304,7.1,72,0,3684600,148
8444,"[""Drama"",""Comedy""]",0.001925,6.5,4,0,0,90
8452,"[""Science Fiction""]",2.170788,5.7,550,96085477,82000000,123
8456,"[""Drama"",""Action""]",2.758127,6.4,456,41627431,20000000,115
8460,"[""Action"",""Comedy"",""Thriller"",""Romance""]",1.081726,5.4,20,0,3800000,99
8464,"[""Horror"",""Comedy"",""Science Fiction""]",0.268764,5.8,5,0,0,99
8468,"[""Comedy""]",0.064442,6,7,0,0,103
8488,"[""Comedy"",""Drama"",""Romance""]",1.824316,6.3,1516,368100420,70000000,118
8512,"[""Drama"",""Mystery"",""Thriller""]",1.88424,6.2,81,16140822,27000000,102
8536,"[""Action"",""Adventure"",""Fantasy"",""Science Fiction""]",1.860645,6.5,563,190458706,54000000,127
8556,"[""Comedy""]",0.094886,7,2,0,0,117
8584,"[""Adventure"",""Action"",""Comedy"",""Western""]",1.791936,6.2,668,56932305,55000000,110
8588,"[""Drama"",""History""]",0.767932,7.4,36,0,0,115
8592,"[""Adventure"",""Action"",""Comedy"",""Thriller"",""Crime""]",0.946627,5.9,232,103738726,47000000,103
8644,"[""Documentary""]",0.001763,0,0,0,0,33
8648,"[""Action"",""Crime""]",0.563347,5.9,11,0,0,106
8652,"[""Drama"",""Science Fiction""]",0.429844,6.1,10,0,0,95
8656,"[""Action"",""Drama"",""Romance""]",2.43198,5.9,798,140464664,75000000,120
8664,"[""Drama"",""TV Movie""]",0.168387,4,5,0,0,87
8668,"[""Comedy""]",0.000674,0,0,0,0,90
8672,"[""Documentary""]",0.273911,7.6,43,0,0,95
8676,"[""Romance"",""Comedy"",""Adventure""]",2.798836,5.4,415,111231041,70000000,112
8680,"[""Drama""]",0.000826,3,3,0,0,174
8688,"[""Crime"",""Mystery""]",1.536553,5.8,299,103891409,73000000,98
8692,"[""Horror"",""Thriller""]",0.447671,5.9,18,0,0,96
8696,"[""Comedy""]",0.347165,6.6,86,96542059,10000000,108
8704,"[""Comedy"",""Family""]",0.019535,6.1,7,0,0,120
8736,"[""Comedy""]",1.932299,6.8,142,0,0,84
8740,"[""Horror"",""Thriller""]",1.274844,7.4,114,0,0,107
8744,"[""Crime"",""Drama"",""Thriller""]",1.541057,5.7,39,0,6000000,97
8748,"[""Comedy"",""Romance""]",0.562218,6.7,70,0,0,87
8764,"[""Comedy""]",1.107392,6.9,217,20458340,9000000,90
8768,"[""Romance"",""Drama"",""Crime""]",0.210383,5.8,6,0,0,110
8772,"[""Drama""]",0.836045,4.5,8,0,0,105
8776,"[""Drama"",""War"",""Comedy""]",0.001557,5.9,4,0,0,95
8780,"[""Comedy""]",1.126506,5.8,193,63833449,30000000,99
8784,"[""Drama""]",0.000182,0,0,0,0,92
8816,"[""Drama"",""Comedy""]",0.699033,7.3,66,0,0,101
8820,"[""Western""]",0.004689,0,0,0,0,184
8832,"[""Drama""]",1.089615,7.4,138,11260366,7275000,110
8836,"[""Drama"",""Mystery"",""Science Fiction"",""Thriller""]",1.601419,5.5,497,68369434,30000000,104
8840,"[""Fantasy""]",3.936646,6.4,478,115267375,57000000,103
8844,"[""Adventure"",""Fantasy"",""Family""]",5.206271,6.8,2009,262797249,65000000,104
8848,"[""Thriller"",""Crime"",""Drama""]",1.677737,6.6,657,64822796,20000000,112
8852,"[""Horror""]",1.410085,6.6,167,14182492,3000000,101
8856,"[""Adventure"",""Drama"",""Action"",""Romance"",""Family""]",1.796457,5.9,393,115103979,113,113
8860,"[""Action"",""Adventure"",""Comedy"",""Crime"",""Thriller""]",0.74842,5.2,121,31987563,55000000,117
8868,"[""Comedy"",""Animation"",""Family"",""Adventure""]",2.064093,6.4,106,0,0,79
8872,"[""Music"",""Comedy""]",1.798895,6.6,669,121697323,20000000,94
8876,"[""Thriller""]",0.000335,6.3,3,0,0,22
8880,"[""Drama"",""History"",""War""]",1.322228,6.7,140,0,40000000,131
8884,"[""Drama"",""Fantasy"",""Science Fiction""]",1.542899,5.8,89,0,12000000,98
8888,"[""Drama""]",0.196172,6.3,8,0,0,129
8892,"[""Drama"",""Comedy""]",0.777728,6.6,27,7356393,0,152
8896,"[""Drama""]",0.113083,4.1,8,0,1500000,96
8900,"[""Drama"",""Foreign""]",0.002471,6.4,18,0,0,113
8904,"[""Drama""]",0.349963,5.8,3,0,0,90
8908,"[""Documentary""]",0.080318,5.8,18,0,0,90
8916,"[""Adventure"",""Animation"",""Comedy"",""Family""]",4.972473,6,1144,171757863,60000000,83
8920,"[""Animation"",""Comedy"",""Family""]",1.98474,5.2,710,200804534,50000000,80
8928,"[""Documentary"",""Drama"",""History""]",0.194178,5,1,0,0,75
8932,"[""Drama"",""Romance""]",0.003747,6.7,5,0,0,109
