id,genres,popularity,vote_average,vote_count,revenue,budget,runtime
2024,"[""Drama"",""History"",""War"",""Action""]",2.971033,6.8,1021,215294342,110000000,165
2028,"[""Comedy"",""Drama"",""Romance""]",0.750017,7.2,219,20036737,0,100
2032,"[""Comedy"",""Drama"",""War""]",0.192761,3.5,2,0,0,140
2036,"[""Action"",""Thriller""]",1.599282,4.6,13,0,12,85
2044,"[""Romance"",""Drama"",""Mystery""]",1.978799,6.5,611,114830111,40000000,99
2048,"[""Action"",""Science Fiction""]",6.149545,6.7,3430,347234916,120000000,115
2056,"[""Drama"",""Comedy""]",1.381437,7.4,202,8679814,500000,88
2060,"[""Drama""]",0.206654,7,1,0,0,114
2064,"[""Comedy"",""Drama"",""Romance""]",2.852792,6.4,298,182057016,17000000,103
2072,"[""Action"",""Science Fiction"",""Thriller""]",0.001026,7.3,4,0,2000000,99
2076,"[""Action"",""Crime"",""Drama"",""Thriller""]",0.045446,2,3,0,0,93
2080,"[""Adventure"",""Action"",""Thriller"",""Science Fiction""]",0.524239,6.2,3730,373062864,150000000,107
2084,"[""Comedy"",""Crime"",""Thriller""]",1.222944,6.1,96,0,13000000,93
2088,"[""Action"",""Crime"",""Drama"",""Thriller""]",0.811391,5.6,33,0,10000000,100
2092,"[""Thriller""]",0.007203,3,2,0,0,81
2096,"[""Action"",""Adventure"",""Science Fiction""]",0.240764,4,2,0,0,94
2100,"[""Action"",""Drama"",""Thriller""]",1.57599,7,255,27642707,72000000,131
2104,"[""Action"",""Horror"",""Thriller""]",0.24017,5,2,60700,0,98
2108,"[""Comedy"",""Drama""]",4.059247,7.7,1913,51525171,1000000,97
2112,"[""Drama"",""Action"",""Thriller"",""Crime""]",1.089435,6.7,521,161626121,90000000,100
2116,"[""Thriller"",""Crime"",""Drama""]",3.324698,6,272,55495563,50000000,105
2120,"[""Animation"",""Family""]",0.004658,0,0,0,0,11
2124,"[""Drama"",""Mystery"",""Romance"",""Thriller""]",1.78321,5.4,107,19726050,40000000,121
2132,"[""Comedy""]",0.049395,4.3,2,0,0,94
2136,"[""Comedy""]",0.027778,4.5,2,0,0,91
2140,"[""Action"",""Crime"",""Thriller""]",3.448492,6.3,270,64437847,25000000,98
2144,"[""Action"",""Comedy"",""Crime""]",1.352757,5.7,84,0,0,93
2148,"[""Music"",""Drama"",""Crime"",""Romance""]",1.595528,6.5,63,25928721,58000000,127
2152,"[""Documentary""]",0.719331,6.4,11,0,0,93
2156,"[""Thriller"",""Romance""]",0.461882,0,0,0,0,95
2160,"[""Adventure"",""Drama"",""Science Fiction""]",0.849596,5.2,28,7000000,1580000,105
2164,"[""Action"",""Adventure"",""Science Fiction""]",4.761964,6.8,851,196567262,55000000,121
2168,"[""Drama""]",1.478173,6.8,44,0,850000,91
2172,"[""Adventure""]",0.565581,7.3,22,0,0,86
2176,"[""Drama"",""Thriller""]",1.143321,5.4,186,23619609,30000000,106
2180,"[""Drama"",""Comedy"",""Foreign""]",0.266698,4,1,0,0,101
2184,"[""Thriller""]",0.000231,0,0,0,0,103
2188,"[""Music""]",0.076094,7.1,4,0,0,87
2192,"[""Action"",""Adventure"",""Drama""]",0.105217,0,0,0,0,85
2196,"[""Comedy"",""Drama""]",2.849027,6.9,446,46,9000000,90
2200,"[""History"",""Drama"",""Comedy""]",0.106729,7.3,7,0,0,100
2204,"[""Drama""]",0.603017,7.3,38,0,0,110
2212,"[""Action"",""Drama"",""Horror"",""Mystery"",""Thriller""]",1.993328,6.2,95,1179002,0,102
2216,"[""War"",""Drama""]",0.186024,10,1,0,0,90
2220,[],0.010109,0,0,0,0,95
2228,"[""Comedy""]",0.071138,0,0,0,0,95
2232,"[""Drama"",""Romance""]",0.362721,6.8,5,0,0,105
2236,"[""Documentary""]",0.000972,0,0,0,0,50
2240,"[""Crime""]",0.092534,0,0,0,0,90
2244,"[""Documentary""]",0.00071,0,0,0,0,67
2252,"[""Thriller"",""Crime"",""Mystery""]",1.980803,7.2,780,55112356,51500000,100
2260,"[""Documentary""]",0.228734,7.4,98,3117985,0,107
2264,"[""Romance"",""Drama""]",0.68032,7.2,16,0,0,113
2268,"[""Adventure"",""Fantasy""]",3.527229,5.7,1177,372234864,180000000,113
2280,"[""Fantasy"",""Drama"",""Comedy"",""Romance"",""Family""]",2.460079,6.9,915,151668774,18000000,104
2284,"[""Comedy""]",1.972882,5.9,322,69474661,0,93
2288,"[""Drama"",""Romance""]",2.633596,6.7,737,115505027,27000000,104
2292,"[""Comedy""]",2.105564,7.4,713,3151130,27000,92
2296,"[""Crime""]",5e-05,0,0,0,0,90
2300,"[""Animation"",""Comedy"",""Drama"",""Family"",""Fantasy""]",3.739428,6.5,1139,250200000,80000000,88
2304,"[""Crime"",""Drama""]",0.163694,5.5,2,0,0,109
2312,"[""Adventure"",""Fantasy"",""Action"",""Drama""]",2.046013,4.1,206,0,60000000,127
2316,"[""Drama"",""Family"",""Foreign""]",0.268256,5.3,2,0,0,97
2320,"[""Action"",""Adventure"",""Drama"",""Thriller""]",2.827935,5.8,235,121969216,55000000,133
2324,"[""Drama""]",0.142026,5.9,7,32788,3250000,107
2332,"[""Action"",""Comedy"",""Crime""]",2.368996,6.1,376,60726164,0,82
2336,"[""Documentary""]",0.256972,0,0,0,0,80
2348,"[""Comedy""]",0.499293,4.3,5,616938,0,93
2360,"[""Crime"",""Comedy""]",0.927448,6.3,105,26330482,10000000,93
2376,"[""Comedy"",""Drama""]",0.083037,7.5,2,0,0,85
2380,"[""Comedy"",""Drama""]",0.123789,5,1,0,0,85
2388,"[""Drama""]",0.001079,0,0,0,0,22
2392,"[""Crime""]",0.330528,0,0,0,0,97
2400,"[""Drama""]",0.000413,0,0,0,0,83
2412,"[""Comedy""]",0.042957,0,0,0,0,107
2416,"[""History""]",5e-06,0,0,0,0,100
2428,"[""Drama"",""History""]",0.980914,6.6,37,15473333,20000000,199
2436,"[""Action"",""Adventure"",""Comedy"",""Science Fiction""]",1.279748,3.9,58,2341309,3500000,89
2440,"[""War"",""Drama"",""Thriller""]",1.394636,7.6,105,0,0,110
2444,"[""Drama""]",0.199533,6.6,12,0,0,114
2448,"[""Comedy""]",0.000817,0,0,0,0,90
2452,"[""Comedy""]",0.091631,0,0,0,0,90
2456,"[""Comedy""]",0.015888,0,0,0,0,90
2460,"[""Drama"",""Romance"",""Science Fiction""]",0.145525,7.4,10,0,0,125
2464,"[""Action"",""Crime"",""Thriller""]",0.1767,4.9,7,0,0,97
2516,"[""Drama""]",1.255477,5.5,10,0,0,100
2528,"[""Drama"",""Foreign"",""Romance""]",0.150012,6.6,17,1942423,0,136
2536,"[""Drama""]",0.00216,0,0,0,0,103
2576,"[""Drama"",""History""]",0.779395,7.3,71,0,3000000,180
2588,"[""Comedy"",""Drama""]",0.372186,6.7,18,0,6500000,119
2604,"[""Drama"",""War""]",3.172933,6.7,358,161001698,14000000,145
2608,"[""Comedy"",""Fantasy""]",0.311343,5.2,16,9868521,0,93
2612,"[""Fantasy"",""Comedy"",""Science Fiction"",""Romance""]",1.996729,6.2,56,15379253,20000000,110
2616,"[""Comedy"",""Drama"",""Family""]",1.448251,6.6,318,79258538,15000000,100
2620,"[""Action"",""Comedy"",""Crime""]",1.536553,5.4,43,15945534,12000000,88
2636,"[""Action"",""Thriller""]",2.175351,5.5,288,170362582,45000000,110
2640,"[""Comedy"",""Drama""]",1.584867,7.3,350,1108462,0,102
2644,"[""Action"",""Comedy""]",0.059707,6.8,14,0,0,93
2648,"[""Action""]",0.316143,5.4,4,0,0,103
2652,"[""Drama"",""Thriller""]",3.10728,6.9,632,7022209,950000,103
2668,"[""Drama"",""Fantasy"",""Thriller"",""Mystery""]",4.635282,6.9,1552,206071502,100000000,105
2672,"[""Comedy"",""Drama""]",0.130721,0,0,0,0,95
2692,"[""Documentary""]",0.004134,8,1,0,0,90
2696,"[""Comedy"",""Drama""]",0.069294,8,1,0,0,94
2700,"[""History"",""Drama""]",0.418506,5.1,5,0,0,91
2712,"[""History"",""Drama""]",0.638617,6.4,6,0,0,91
2728,"[""Action"",""Comedy""]",0.568646,4.5,87,0,0,100
2732,"[""Drama"",""Science Fiction"",""Thriller""]",0.014166,2.5,1,0,0,83
2740,"[""Documentary""]",0.033381,7.1,14,0,0,52
2748,"[""Drama""]",0.494463,7.3,43,0,0,85
2752,"[""Comedy"",""Romance""]",1.715058,5.2,274,0,17000000,94
2756,"[""Adventure"",""Action"",""Thriller"",""Science Fiction""]",3.219921,7.1,759,90000098,70000000,139
2760,"[""Crime"",""Drama"",""Thriller""]",0.998253,7.1,43,0,12000,99
2764,[],0.088262,6.8,6,0,0,115
2768,"[""Thriller"",""Drama"",""Crime"",""Romance""]",1.503876,5.8,125,22743674,4800000,117
2772,"[""Documentary""]",0.001485,0,0,0,0,38
2776,"[""Documentary""]",0.000907,0,0,0,0,41
2784,"[""Comedy""]",0.028686,0,0,0,0,87
2788,"[""Drama""]",1.920117,6.5,167,20079850,11500000,99
2792,"[""Comedy""]",0.000329,0,0,0,0,84
2796,"[""Comedy""]",0.128654,10,1,0,0,95
2800,"[""Comedy""]",2.383684,5.3,272,88933562,70000000,97
2804,[],0.000286,0,0,0,0,0
2820,"[""Thriller""]",0.976532,1,2,0,4500,42
2824,"[""Comedy""]",0.000687,0,0,0,0,90
2832,"[""Mystery"",""Thriller""]",3.715884,7.1,974,90259536,30000000,90
2840,"[""Crime""]",0.012338,0,0,0,0,90
2844,"[""Drama"",""History""]",0.286792,0,0,0,0,90
2848,"[""Drama""]",0.000429,0,0,0,0,5
2852,"[""Comedy""]",0.00043,0,0,0,0,31
2856,"[""Drama""]",0.014144,0,0,0,8000,60
2860,"[""Drama"",""Romance""]",0.767146,7.3,30,0,0,105
2892,"[""Drama""]",0.321561,7.5,2,0,0,105
2896,"[""Crime"",""Drama""]",0.235913,7.2,13,0,0,150
2900,"[""Drama"",""Science Fiction"",""Thriller""]",2.083166,5.4,233,19598588,75000000,109
2904,"[""Horror"",""Thriller""]",0.001086,0,0,4236,85000,87
2908,"[""Fantasy"",""Science Fiction"",""Adventure""]",1.7e-05,1,1,0,0,105
2912,"[""Drama"",""Foreign"",""Thriller""]",0.433126,7,33,0,0,90
2924,"[""Action"",""Crime"",""Drama"",""Mystery"",""Thriller""]",2.558443,6.3,327,152368585,75000000,137
2928,"[""Comedy"",""Drama"",""Fantasy""]",1.003842,5.5,160,119718203,0,105
2956,"[""Horror"",""Science Fiction""]",0.000674,7,2,0,0,69
2960,"[""Horror"",""Science Fiction""]",0.00029,8,2,0,0,68
2964,"[""Science Fiction""]",0.141242,6.2,8,0,0,97
2968,"[""Horror"",""Science Fiction""]",0.015582,0,0,0,0,88
2972,"[""Horror"",""Science Fiction"",""Thriller""]",0.128134,7.1,27,0,0,85
2976,"[""Comedy"",""Music"",""Romance""]",2.447147,6.5,630,90450008,50000000,117
2984,"[""Comedy"",""Romance""]",0.707068,5.7,31,2000000,3500000,120
2988,"[""Drama"",""Romance""]",0.131292,2.5,2,0,0,95
2992,"[""Foreign"",""Horror"",""Thriller""]",0.015209,0,0,0,0,97
2996,"[""Science Fiction""]",0.023138,0,0,0,0,45
3004,"[""Comedy""]",0.144512,5.3,4,0,0,94
3008,"[""Drama"",""Romance""]",0.111798,6.5,2,0,0,85
3012,"[""Drama"",""War""]",0.497134,8.2,6,0,0,175
3016,"[""Drama"",""Horror"",""Science Fiction""]",0.10869,6.8,26,0,0,67
3024,"[""Drama"",""Science Fiction"",""Thriller""]",0.12102,0,0,0,0,120
3028,"[""Comedy"",""Horror"",""Science Fiction""]",0.385084,4.6,5,0,0,87
3032,"[""Action"",""Drama""]",0.138516,5.3,2,0,0,96
3036,"[""Drama"",""Horror"",""Science Fiction"",""Romance""]",1.911568,6.2,239,112006296,45000000,123
3040,"[""Fantasy"",""Action"",""Thriller""]",1.168408,6.3,193,33951015,4200000,114
3048,"[""Documentary"",""Foreign""]",0.138493,6.5,17,0,0,74
3052,"[""Comedy""]",0.545215,6.4,7,0,0,97
3056,"[""TV Movie"",""Drama"",""Horror"",""Science Fiction"",""Mystery""]",0.415665,4.7,9,0,0,88
3060,"[""Drama"",""Romance"",""War""]",0.207641,7,21,22000000,245000,151
3064,"[""Fantasy"",""Comedy"",""Science Fiction"",""Romance""]",0.721275,6.5,60,0,0,108
3068,"[""Horror""]",0.012972,5.3,2,0,0,180
3072,"[""Drama"",""Horror"",""Science Fiction""]",0.421473,5.4,21,0,0,82
3076,"[""Fantasy"",""Horror"",""Science Fiction""]",1.038207,6.4,38,0,0,74
3080,"[""Comedy"",""Music"",""Romance""]",1.766626,7.4,58,3202000,609000,101
3084,"[""Drama"",""Fantasy"",""History"",""Romance""]",0.359089,7.5,48,0,0,104
3088,"[""Drama"",""Western""]",1.018407,7.6,75,0,0,97
3092,"[""Thriller"",""Drama"",""Crime""]",0.267069,6.9,27,0,0,111
3096,"[""Crime"",""Thriller""]",0.000527,0,0,0,0,0
3100,"[""Drama"",""History""]",0.256837,0,0,0,0,120
3104,"[""Horror"",""Science Fiction""]",0.640168,5.9,31,0,0,92
3108,"[""Action"",""Horror""]",0.190602,1,1,0,0,120
3112,"[""Thriller"",""Crime""]",2.424167,7.8,291,0,795000,93
3116,"[""Drama""]",1.653717,7.4,273,44785053,3600000,113
3124,"[""Horror"",""Science Fiction""]",0.231785,6.4,24,0,0,86
3132,"[""Action"",""Adventure"",""Comedy"",""Thriller""]",2.100568,5.4,210,65977295,70000000,116
3144,"[""Comedy"",""Horror""]",0.000324,4.5,2,0,0,88
3148,"[""Action"",""Comedy"",""Crime""]",0.167031,3,1,0,0,93
3152,"[""Comedy"",""Horror""]",0.270197,10,1,0,0,92
3156,"[""Comedy""]",0.000317,0,0,0,0,55
3160,"[""Horror"",""Science Fiction""]",0.584419,6,7,0,0,93
3164,"[""Horror"",""Science Fiction""]",0.18252,4.3,7,0,0,83
3168,"[""Drama""]",0.063196,7.5,2,0,0,107
3172,"[""Action"",""Comedy"",""Crime"",""Romance""]",2.084466,6.1,281,67631903,75000000,123
3176,"[""Drama"",""Thriller"",""Adventure""]",3.21338,7.3,890,25000000,4500000,114
3200,"[""Comedy"",""Fantasy""]",0.188902,4,1,0,0,100
3204,"[""Documentary"",""Horror""]",0.053522,8,1,0,0,39
3208,"[""Horror"",""Science Fiction""]",0.002103,5,3,0,0,74
3212,"[""Documentary""]",0.208203,10,1,0,0,60
3216,"[""Horror"",""Science Fiction""]",0.179058,5.7,3,0,0,87
3288,"[""Comedy"",""Science Fiction""]",0.20781,4.2,6,0,0,100
3344,"[""Action""]",0.000405,0,0,0,0,104
3348,"[""Documentary""]",0.000286,0,0,0,0,30
3396,"[""Comedy"",""Documentary""]",0.493902,6.9,24,0,0,80
3400,"[""Drama""]",0.001443,0,0,0,0,60
3404,"[""Drama"",""Thriller""]",0.160061,0,0,0,0,93
3408,"[""Horror""]",0.028674,7,1,0,0,9
3412,"[""Horror""]",0.191619,1,1,0,0,93
3416,"[""Horror""]",0.00156,0,0,0,0,39
3420,"[""Comedy""]",0.00099,0,0,0,0,8
3424,"[""Drama""]",0.300457,6.6,4,0,0,135
3432,"[""Drama"",""Crime"",""Mystery"",""Thriller""]",1.91549,6.8,495,41637263,20000000,120
3472,"[""Crime"",""Drama"",""Thriller""]",0.802504,6.7,121,0,0,97
3476,"[""Romance"",""Drama""]",0.502199,7.4,17,0,0,109
3480,"[""Drama"",""History""]",0.443472,7.7,30,0,0,103
3484,"[""Adventure"",""Fantasy"",""Horror""]",0.857737,5.3,14,0,0,68
3488,"[""Action"",""Horror""]",0.131757,3.8,2,0,0,69
3508,"[""Animation""]",0.000967,1,1,0,0,13
3512,"[""Action"",""Thriller""]",1.642528,5.6,190,104324083,60000000,100
3516,"[""Documentary""]",0.00035,0,0,0,0,12
3520,"[""Drama"",""Comedy""]",0.361572,6.6,9,0,0,125
3524,"[""Drama"",""History""]",0.046332,0,0,0,0,87
3528,"[""Comedy"",""Fantasy""]",0.000612,0,0,0,0,83
3536,"[""Action"",""Drama"",""Thriller"",""War""]",2.47656,6.1,320,127666415,62000000,116
3540,"[""Drama""]",0.000953,0,0,0,0,90
3544,"[""Drama"",""Thriller""]",0.341292,0,0,0,0,98
3548,"[""Drama"",""Thriller""]",0.65764,5,2,0,0,91
3556,"[""Crime"",""Drama""]",0.125059,6,1,0,0,88
3560,"[""Horror""]",0.351009,6.3,2,0,0,106
3564,"[""Crime"",""Drama""]",0.38297,4.5,4,0,0,109
3572,"[""Documentary""]",0.000323,0,0,0,0,45
3576,"[""Drama"",""Thriller""]",0.070455,0,0,0,0,89
3580,"[""Crime"",""Drama"",""Mystery""]",2.371391,7.3,1042,113020255,55000000,141
3584,"[""Drama""]",0.020933,0,0,0,0,142
3588,"[""Drama""]",0.140264,5,1,0,0,98
3592,"[""Fantasy"",""Horror""]",0.305063,7.5,4,0,0,80
3596,"[""Drama"",""Science Fiction""]",0.907262,6.8,44,0,0,100
3600,"[""Horror"",""Mystery"",""Thriller""]",2.541571,5,336,40002112,65000000,100
3604,"[""Science Fiction""]",2.658869,6.1,221,27107960,35000000,111
3632,"[""Action"",""Science Fiction""]",0.119318,6.1,8,0,0,245
3640,"[""Romance"",""Drama"",""Comedy""]",0.60181,6.5,23,0,0,106
3684,"[""Action"",""Adventure"",""Science Fiction""]",0.000215,0,0,0,0,90
3688,"[""Comedy"",""Science Fiction""]",0.450212,3.9,9,0,0,98
3692,"[""Action"",""Adventure""]",0.204224,1.5,2,0,0,100
3696,"[""Drama""]",4e-05,0,0,0,0,90
3700,"[""Horror""]",0.000186,0,0,0,0,89
3716,"[""Adventure"",""Comedy"",""Romance""]",0.651633,7.5,48,0,0,100
3764,"[""Drama""]",0.228054,7.6,29,0,0,94
3780,"[""Drama""]",0.457782,8,58,0,0,185
3784,"[""Drama"",""Comedy"",""Romance""]",1.995638,6.7,96,22773535,0,118
3920,"[""Drama""]",0.0045,0,0,0,15000,15
3936,"[""Comedy""]",0.083292,8.5,2,0,0,72
3940,"[""Comedy""]",0.004016,6,1,0,0,71
3944,"[""Comedy""]",0.000732,7,1,0,0,69
3960,"[""Comedy""]",0.024746,0,0,0,0,97
3968,"[""Comedy""]",0.002883,6,1,0,0,72
3976,"[""Comedy""]",0.001023,0,0,0,0,70
3980,"[""Action"",""Comedy"",""Horror"",""Science Fiction"",""Thriller""]",0.820486,5.8,206,13167232,2000000,82
3984,"[""Drama"",""Foreign""]",0.131972,5.6,4,0,130000,100
3988,"[""Comedy""]",0.077537,0,0,0,0,67
4012,"[""Drama""]",0.201222,6.7,137,416925,1500000,98
4024,"[""Drama"",""Romance""]",0.991107,7.6,93,0,0,95
4032,"[""Comedy"",""Drama"",""Family""]",1.908154,6.9,394,0,16500000,102
4044,"[""Documentary""]",0.000167,0,0,0,0,90
4104,"[""Comedy"",""Drama"",""Romance""]",0.806358,6.9,205,23202734,0,98
4108,"[""Action"",""Crime"",""Thriller""]",4.293435,6.6,1572,43928932,21000000,92
4112,"[""Crime"",""Drama""]",0.1823,5,3,0,0,67
4132,"[""History""]",0.002275,0,0,0,0,90
4140,"[""Documentary""]",0.07268,8,2,0,0,104
4148,"[""Drama"",""Romance""]",2.07849,6.7,732,75225693,35000000,119
4156,"[""Drama"",""Romance""]",0.504323,6.2,5,0,0,101
4176,"[""Drama"",""Thriller"",""Mystery""]",2.062561,6.9,205,27634716,0,128
4180,"[""Comedy""]",0.028557,6.4,31,2052466,0,106
4192,"[""Mystery""]",2.062246,6.7,106,14560084,7920000,140
4196,"[""Drama"",""History""]",0.611651,6,1,0,0,198
4204,"[""Drama"",""Comedy""]",0.165659,6,23,0,0,98
4208,"[""Drama""]",0.064954,0,0,0,0,90
4228,"[""Drama"",""War"",""History"",""Thriller""]",0.588705,6.1,5,0,0,320
4232,"[""Crime"",""Horror"",""Mystery""]",4.307672,7,1320,173046663,14000000,111
4240,"[""Comedy"",""Horror""]",0.393165,5.3,2,0,0,85
4244,"[""Fantasy"",""Comedy"",""Family""]",1.562319,5.9,220,69700000,65000000,104
4248,"[""Comedy""]",3.565403,5.4,854,141220678,45000000,83
4252,"[""Comedy"",""Drama"",""Romance""]",0.057453,6.3,25,0,0,167
4256,"[""Comedy""]",2.919678,5.7,798,220673217,48000000,84
4260,"[""Documentary""]",0.003268,0,0,0,0,102
4268,"[""Comedy"",""Crime""]",0.023409,6,3,0,0,100
4272,"[""Comedy""]",0.000314,5.9,7,0,0,90
4284,"[""Horror""]",0.001335,3.5,2,0,0,88
4288,"[""Horror"",""Thriller""]",0.29964,4.9,13,0,0,82
4292,"[""Action"",""Comedy"",""Crime""]",0.295804,5.8,6,200723,0,90
4296,"[""Mystery"",""Drama"",""Science Fiction"",""Thriller""]",0.82107,5,44,0,0,108
4300,"[""Drama"",""History""]",0.033363,0,0,0,0,145
4324,"[""Drama""]",0.000309,10,1,0,0,88
4344,"[""Comedy"",""Drama"",""Family"",""Foreign"",""Horror""]",0.006956,6,4,0,0,90
4348,"[""Drama"",""Romance""]",2.554783,7.7,1203,121147947,28000000,135
4352,"[""Crime"",""Drama"",""Thriller""]",0.75425,7.4,16,0,0,106
4364,"[""Crime"",""Documentary""]",0.054248,0,0,0,0,286
4368,"[""Horror""]",0.157761,3.4,9,0,2500000,94
4376,"[""Comedy""]",0.034734,3,1,0,0,104
4380,"[""Drama"",""Romance"",""Comedy""]",1.90224,5.8,260,170128460,50000000,107
4384,"[""Drama""]",0.000283,0,0,0,0,92
4396,"[""Comedy""]",0.065439,5,1,0,0,92
4408,"[""Crime"",""Drama""]",0.000351,0,0,0,0,90
4412,"[""Drama"",""History""]",0.311123,6.5,10,0,0,210
4416,"[""History""]",0.445337,6.5,7,0,0,220
4436,"[""Comedy""]",0.147675,5.4,10,0,0,90
4440,"[""Drama"",""Thriller""]",0.001947,0,0,0,0,0
4452,"[""Drama""]",0.000215,0,0,0,0,105
4456,"[""Drama""]",0.001714,0,0,0,0,86
4460,"[""Action"",""Adventure"",""Drama"",""Romance""]",0.63729,6.1,15,0,0,117
4464,"[""Drama"",""History""]",2.079327,6.7,204,148336445,87000000,141
4476,"[""Adventure"",""Drama"",""Romance"",""War""]",2.274847,7.2,573,160638883,30000000,133
4480,"[""Drama""]",0.539443,7.6,98,0,4940939,120
4484,"[""Comedy""]",0.335429,7,52,20424259,0,99
4488,"[""Horror""]",3.57313,6.4,541,59754601,550000,95
4496,"[""Documentary"",""Drama""]",8e-06,7.4,5,0,0,97
4500,"[""Comedy"",""Drama""]",0.000104,4.5,2,0,0,94
4512,"[""Action"",""Drama"",""Western""]",3.437357,7,730,14711793,30000000,160
4516,"[""Comedy""]",0.583828,6,52,0,0,90
4520,"[""Drama"",""Thriller""]",1.234877,6.3,136,342835,0,86
4528,"[""History""]",0.300144,6.5,4,0,0,180
4532,"[""Crime""]",0.000405,0,0,0,0,88
4536,"[""Documentary""]",0.028261,5,1,0,0,60
4540,"[""Comedy"",""Crime""]",0.011102,4.3,6,0,0,75
4544,"[""Comedy"",""Crime""]",0.051942,6.3,3,0,0,94
4548,"[""Drama""]",0.659266,7.1,39,0,0,400
4552,"[""Drama"",""Horror"",""Mystery""]",1.598604,7,212,0,110,115
4556,"[""Drama"",""History""]",0.767061,6.6,14,0,0,135
4560,"[""Drama""]",0.068589,6.3,3,0,0,109
4564,"[""Comedy"",""Drama"",""Romance""]",1.482775,6,460,415252786,65000000,145
4568,"[""Drama""]",0,0,0,0,0,81
4572,"[""Crime""]",0.00125,0,0,0,0,91
4580,"[""Drama""]",0.229007,7.8,9,0,0,90
4584,"[""Drama"",""Romance""]",2.525214,7.2,316,135000000,16500000,136
4588,"[""Action"",""Drama"",""Romance"",""Thriller""]",1.971347,6.8,169,0,15000000,156
4592,"[""Comedy"",""Romance""]",1.056012,5.5,18,0,0,97
4612,"[""Action""]",1.281261,4.4,21,0,0,96
4616,"[""Comedy""]",0.11682,0,0,0,0,80
4628,"[""Adventure"",""Drama"",""Action"",""Thriller"",""Foreign""]",0.223888,5.7,3,0,0,122
4644,"[""Comedy"",""Drama""]",0.904763,4.4,6,0,0,90
4652,"[""Fantasy""]",0.004586,6.5,4,0,0,67
4656,"[""Drama""]",0.089475,6,2,0,0,91
4660,"[""Comedy""]",0.138905,0,0,0,0,105
4676,"[""Comedy"",""Drama"",""Romance""]",0.32834,6.2,11,0,0,110
4680,"[""Crime"",""Drama""]",0.964097,6.8,21,0,0,100
4684,"[""Comedy"",""Drama"",""Romance""]",1.4e-05,8,1,0,0,103
4688,"[""Adventure"",""Drama"",""Music"",""Romance""]",1.195664,7.1,380,0,0,133
4700,"[""Comedy""]",7.3e-05,0,0,0,0,82
4704,"[""Comedy"",""Music"",""Romance""]",0.013215,6.2,7,1500000,6000000,118
4708,"[""War"",""Drama"",""History""]",0.616936,7.1,21,0,0,175
4728,"[""Comedy""]",0.943081,6.1,55,0,0,95
4732,"[""Adventure""]",0.343928,5.3,3,0,0,108
4736,"[""Drama""]",0.013721,6.3,3,0,0,101
4764,"[""Comedy""]",0.000111,0,0,0,0,90
4772,"[""Thriller"",""Comedy"",""Drama""]",0.300303,6.9,44,0,0,113
4780,"[""Drama"",""Thriller"",""Mystery""]",0.158911,6.5,49,0,0,98
4788,"[""Action"",""Thriller"",""Crime"",""Foreign""]",0.073699,7.3,5,0,0,110
4792,"[""Thriller"",""Crime"",""Foreign""]",0.115749,4,1,0,0,87
4800,"[""Comedy""]",2e-06,0,0,0,0,90
4808,"[""Comedy"",""Mystery"",""Romance"",""Thriller""]",0.925455,7.7,313,13474588,4000000,113
4816,"[""Crime"",""Drama""]",1.510694,7.2,276,0,0,116
4820,"[""Action"",""Drama"",""War""]",0.574728,6,17,0,0,125
4824,"[""Action"",""Thriller"",""Adventure"",""Crime""]",1.924845,6.1,482,159330280,60000000,124
4832,"[""Documentary""]",1.550438,6.4,26,0,0,95
4836,"[""Drama"",""Thriller"",""Crime""]",1.250964,7,530,11850214,6500000,105
4840,"[""Comedy""]",2.4e-05,0,0,0,0,90
4868,"[""Drama"",""Action"",""History""]",0.307679,6.3,8,0,0,127
4880,"[""Comedy"",""Drama""]",0.018167,6,2,0,0,119
4888,"[""Drama""]",0.000771,5,1,0,0,100
4896,"[""Drama""]",0.149324,7.1,7,0,40000,90
4900,"[""Crime""]",0.00032,0,0,0,0,90
4912,"[""Comedy"",""Crime"",""Drama"",""Romance"",""Thriller""]",1.14943,6.6,259,33013805,30000000,113
4916,"[""Drama"",""Thriller""]",0.772613,5.4,18,22886222,0,107
4924,"[""Music"",""Drama""]",0.002708,0,0,0,0,81
4928,"[""Drama"",""Science Fiction""]",0.125494,5.7,14,0,0,95
4932,"[""Comedy"",""Romance""]",0.717015,6.3,10,0,0,89
4936,"[""Documentary""]",0.003696,0,0,0,0,104
4940,"[""Adventure"",""Western""]",0.50149,4.5,10,0,0,108
4944,"[""Comedy"",""Drama""]",2.838164,6.5,1135,163720069,37000000,96
4948,"[""Drama""]",0.468788,6.5,2,0,0,98
4952,"[""Comedy"",""Romance""]",0.168657,6.7,47,0,0,102
4956,"[""Drama"",""History""]",0.054129,6.3,6,0,0,100
4960,"[""Drama""]",0.780448,7.4,257,0,21000000,124
4964,"[""Comedy"",""Romance"",""Drama""]",2.634502,6.1,1137,219076518,30000000,129
4968,"[""Action"",""Drama"",""Crime"",""Thriller""]",0.055894,3.6,4,0,0,91
4972,"[""Comedy""]",1.074998,7.4,57,0,0,100
4976,"[""Drama""]",0.007138,5.2,3,0,0,106
4984,"[""Drama"",""Action"",""Crime""]",1.088391,6.3,19,0,0,101
4988,"[""Comedy"",""Drama"",""Romance""]",0.939085,5.9,8,0,0,108
4992,"[""Action"",""Thriller""]",0.252482,2,1,0,0,92
4996,"[""Drama""]",0.005769,6.4,4,0,0,97
